Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "if (methodInfo.criticalRegion || methodInfo.valueGetter || methodInfo.valueSetter|| methodInfo.memberGetter|| methodInfo.memberSetter) {" is 136.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "out.println("env->Release" + componentTypeUpperCase + "ArrayElements(arg"+ j+ "` (j"+ componentType+ "*)ptr"+ j+ "` "+ releaseArrayFlag+ ");");" is 143.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "String parameterSimpleNameLowerCase=Character.toLowerCase(parameterSimpleName.charAt(0)) + parameterSimpleName.substring(1);" is 124.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "out.println("env->Release" + parameterSimpleName + "ArrayElements(arr"+ j+ "` "+ "(j"+ parameterSimpleNameLowerCase+ "*)(ptr"+ j+ " - position"+ j+ ")` "+ releaseArrayFlag+ ");");" is 179.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Magic Number,The method contains a magic number: 6,3010
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Conditional,The conditional expression cast2.length() > 0 && !cast2.startsWith("(") && !cast2.endsWith(")") is complex.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Conditional,The conditional expression cast2.length() > 0 && !cast2.startsWith("(") && !cast2.endsWith(")") is complex.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Conditional,The conditional expression Pointer.class.isAssignableFrom(callbackParameterTypes[j]) || Buffer.class.isAssignableFrom(callbackParameterTypes[j]) || (callbackParameterTypes[j].isArray() && callbackParameterTypes[j].getComponentType().isPrimitive()) is complex.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Conditional,The conditional expression (passBy instanceof ByVal && callbackParameterTypes[j] != Pointer.class) || FunctionPointer.class.isAssignableFrom(callbackParameterTypes[j]) is complex.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Conditional,The conditional expression adapterInfo != null || passBy instanceof ByPtrPtr || passBy instanceof ByPtrRef is complex.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Conditional,The conditional expression adapterInfo != null || passBy instanceof ByPtrPtr || passBy instanceof ByPtrRef is complex.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Complex Method,Cyclomatic complexity of the method is 94,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Method,The method has 484 lines of code.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Parameter List,The method has 6 parameters. ,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "String[] returnType={returnConvention[0] + (returnConvention.length > 2 ? "(*" : "")`returnConvention.length > 2 ? ")(" + returnConvention[2] : ""};" is 148.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "String nonconstParamDeclaration=parameterDeclaration.endsWith(" const") ? parameterDeclaration.substring(0`parameterDeclaration.length() - 6) : parameterDeclaration;" is 165.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "member+="virtual " + returnType[0] + (returnConvention.length > 1 ? returnConvention[1] : "")+ methodInfo.memberName[0]+ parameterDeclaration+ returnType[1]+ " JavaCPP_override;\n "+ returnType[0]+ "super_"+ methodInfo.name+ nonconstParamDeclaration+ returnType[1]+ " { ";" is 272.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "member+="throw JavaCPP_exception(\"Cannot call pure virtual function " + valueTypeName + "::"+ methodInfo.memberName[0]+ "().\"); }";" is 133.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "firstLine=returnType[0] + (returnConvention.length > 1 ? returnConvention[1] : "") + subType+ "::"+ methodInfo.memberName[0]+ parameterDeclaration+ returnType[1]+ " {";" is 168.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out2.println("JNIIMPORT " + returnType[0] + (returnConvention.length > 1 ? returnConvention[1] : "")+ callbackName+ (i > 0 ? i : "")+ parameterDeclaration+ returnType[1]+ ";");" is 176.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println("JNIEXPORT " + returnType[0] + (returnConvention.length > 1 ? returnConvention[1] : "")+ callbackName+ (i > 0 ? i : "")+ parameterDeclaration+ returnType[1]+ " {");" is 176.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println("static " + returnType[0] + "("+ (returnConvention.length > 1 ? returnConvention[1] : "")+ "*"+ callbackName+ "s["+ allocatorMax+ "])"+ parameterDeclaration+ returnType[1]+ " = {");" is 193.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" args[" + j + "]."+ signature(callbackParameterTypes[j]).toLowerCase()+ " = ("+ jniTypeName(callbackParameterTypes[j])+ ")"+ (passBy instanceof ByPtr || passBy instanceof ByPtrRef ? "*arg" : "arg")+ j+ ";");" is 220.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "if (Pointer.class.isAssignableFrom(callbackParameterTypes[j]) || Buffer.class.isAssignableFrom(callbackParameterTypes[j]) || (callbackParameterTypes[j].isArray() && callbackParameterTypes[j].getComponentType().isPrimitive())) {" is 227.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" ptr" + j + (noException(callbackParameterTypes[j]`callbackMethod) ? " = new (std::nothrow) " : " = new ")+ valueTypeName+ typeName[1]+ "(*"+ cast+ "&arg"+ j+ ");");" is 178.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" JavaCPP_log(\"Pointer address of argument " + j + " is NULL in callback for "+ cls.getCanonicalName()+ ".\");");" is 126.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "else if ((passBy instanceof ByVal && callbackParameterTypes[j] != Pointer.class) || FunctionPointer.class.isAssignableFrom(callbackParameterTypes[j])) {" is 152.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" void (*deallocator" + j + ")(void*) = &JavaCPP_"+ mangle(callbackParameterTypes[j].getName())+ "_deallocate;");" is 125.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + typeName[0] + " ptr"+ j+ typeName[1]+ " = ("+ typeName[0]+ typeName[1]+ ")"+ (adapterInfo != null ? "adapter" : "arg")+ j+ ";");" is 146.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" jstring obj" + j + " = "+ createString("ptr" + j`(adapterInfo != null ? "adapter" + j : null)`asUtf16(callbackParameterAnnotations[j])));" is 151.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" env->Set" + S + "ArrayRegion(obj"+ j+ "` 0` size"+ j+ " < INT_MAX ? size"+ j+ " : INT_MAX` (j"+ componentType+ "*)ptr"+ j+ ");");" is 143.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "logger.warn("Callback \"" + callbackMethod + "\" has unsupported parameter type \""+ callbackParameterTypes[j].getCanonicalName()+ "\". Compilation will most likely fail.");" is 173.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + fieldName + " = JavaCPP_getMethodID(env` "+ jclasses.index(cls)+ "` \""+ methodName+ "\"` \"("+ signature(methodInfo.method.getParameterTypes())+ ")"+ signature(methodInfo.method.getReturnType())+ "\");");" is 223.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" JavaCPP_log(\"Error creating global reference of " + cls.getCanonicalName() + " instance for callback.\");");" is 123.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" mid = JavaCPP_getMethodID(env` " + jclasses.index(cls) + "` \""+ callbackMethod.getName()+ "\"` \"("+ signature(callbackMethod.getParameterTypes())+ ")"+ signature(callbackMethod.getReturnType())+ "\");");" is 219.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" JavaCPP_log(\"Error getting method ID of function caller \\\"" + callbackMethod + "\\\" for callback.\");");" is 122.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + returnPrefix + "env->Call"+ s+ "MethodA(obj` mid` "+ (callbackParameterTypes.length == 0 ? "NULL);" : "args);"));" is 131.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + typeName[0] + " rptr"+ j+ typeName[1]+ " = ("+ typeName[0]+ typeName[1]+ ")jlong_to_ptr(env->GetLongField(obj"+ j+ "` JavaCPP_addressFID));");" is 160.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "if (!callbackParameterTypes[j].isAnnotationPresent(Opaque.class) && !FunctionPointer.class.isAssignableFrom(callbackParameterTypes[j])) {" is 137.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + returnTypeName[0] + " rval"+ returnTypeName[1]+ " = ("+ returnTypeName[0]+ returnTypeName[1]+ ")(rarg == NULL ? 0 : env->Get"+ S+ "Field(rarg` JavaCPP_"+ s+ "ValueFID));");" is 190.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + returnTypeName[0] + " rptr"+ returnTypeName[1]+ " = rarg == NULL ? NULL : ("+ returnTypeName[0]+ returnTypeName[1]+ ")jlong_to_ptr(env->GetLongField(rarg` JavaCPP_addressFID));");" is 197.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + returnTypeName[0] + " rptr"+ returnTypeName[1]+ " = "+ getStringData("rarg"`asUtf16(callbackAnnotations)));" is 125.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" " + returnTypeName[0] + " rptr"+ returnTypeName[1]+ " = rarg == NULL ? NULL : ("+ returnTypeName[0]+ returnTypeName[1]+ ")env->GetDirectBufferAddress(rarg);");" is 173.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "logger.warn("Callback \"" + callbackMethod + "\" has unsupported return type \""+ callbackReturnType.getCanonicalName()+ "\". Compilation will most likely fail.");" is 163.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Long Statement,The length of the statement "out.println(" return " + callbackReturnCast + ((returnBy instanceof ByPtr || returnBy instanceof ByPtrRef) ? "&rarg;" : "rarg;"));" is 130.,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 2,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 2,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 2,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 2,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 2,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 6,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callback,Magic Number,The method contains a magic number: 2,3104
javacpp,org.bytedeco.javacpp.tools,Generator,callbackAllocator,Long Statement,The length of the statement "out.println(" JavaCPP_log(\"Error creating global reference of " + cls.getCanonicalName() + " instance for callback.\");");" is 123.,3604
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Complex Conditional,The conditional expression callbackAllocators != null && methodName.startsWith("allocate") && Modifier.isNative(modifiers) && returnType == void.class && (parameterTypes.length == 0 || (parameterTypes.length == 1 && (parameterTypes[0] == int.class || parameterTypes[0] == long.class))) is complex.,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Complex Conditional,The conditional expression methodName.startsWith("get") && Modifier.isNative(modifiers) && cls.isAnnotationPresent(Namespace.class) is complex.,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Complex Conditional,The conditional expression methodName.startsWith("put") && Modifier.isNative(modifiers) && cls.isAnnotationPresent(Namespace.class) is complex.,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Complex Method,Cyclomatic complexity of the method is 8,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Long Statement,The length of the statement "if (callbackAllocators != null && methodName.startsWith("allocate") && Modifier.isNative(modifiers) && returnType == void.class && (parameterTypes.length == 0 || (parameterTypes.length == 1 && (parameterTypes[0] == int.class || parameterTypes[0] == long.class)))) {" is 265.,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Long Statement,The length of the statement "return (functionMethods[0] != null || functionMethods[1] != null || functionMethods[2] != null) ? functionMethods : null;" is 121.,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Magic Number,The method contains a magic number: 3,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Magic Number,The method contains a magic number: 2,3638
javacpp,org.bytedeco.javacpp.tools,Generator,functionMethods,Magic Number,The method contains a magic number: 2,3638
javacpp,org.bytedeco.javacpp.tools,Generator,methodInformation,Complex Conditional,The conditional expression canBeGetter && "get".equals(info.name) && "put".equals(info2.name)&& name == null is complex.,3671
javacpp,org.bytedeco.javacpp.tools,Generator,methodInformation,Complex Conditional,The conditional expression canBeSetter && "put".equals(info.name) && "get".equals(info2.name)&& name == null is complex.,3671
javacpp,org.bytedeco.javacpp.tools,Generator,methodInformation,Complex Conditional,The conditional expression canBeGetter && info2.parameterTypes.length - (parameterAsReturn ? 0 : 1) == info.parameterTypes.length - skipParameters && (parameterAsReturn ? info.parameterTypes[info.parameterTypes.length - 1] : info.returnType) == info2.parameterTypes[info2.parameterTypes.length - 1] && (info2.returnType == void.class || info2.returnType == info.cls) && (info2.parameterAnnotations[info2.parameterAnnotations.length - 1].length == 0 || (Arrays.equals(info2.parameterAnnotations[info2.parameterAnnotations.length - 1]`info.annotations))) is complex.,3671
